28-04-2023 02:17:28 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - (Version.java:21) - HV000001: Hibernate Validator 8.0.0.Final
28-04-2023 02:18:43 [SpringApplicationShutdownHook] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean - (AbstractEntityManagerFactoryBean.java:650) - Closing JPA EntityManagerFactory for persistence unit 'default'
28-04-2023 02:20:46 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - (Version.java:21) - HV000001: Hibernate Validator 8.0.0.Final
28-04-2023 02:20:46 [restartedMain] INFO  com.ahmetaksunger.BlogAPI.BlogApiApplication - (StartupInfoLogger.java:51) - Starting BlogApiApplication using Java 19.0.2 with PID 10500 (C:\Users\90538\Desktop\BlogAPI\target\classes started by 90538 in C:\Users\90538\Desktop\BlogAPI)
28-04-2023 02:20:46 [restartedMain] INFO  com.ahmetaksunger.BlogAPI.BlogApiApplication - (SpringApplication.java:632) - No active profile set, falling back to 1 default profile: "default"
28-04-2023 02:20:46 [restartedMain] INFO  org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor - (DeferredLog.java:250) - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
28-04-2023 02:20:46 [restartedMain] INFO  org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor - (DeferredLog.java:250) - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
28-04-2023 02:20:47 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - (RepositoryConfigurationDelegate.java:138) - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
28-04-2023 02:20:48 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - (RepositoryConfigurationDelegate.java:208) - Finished Spring Data repository scanning in 63 ms. Found 2 JPA repository interfaces.
28-04-2023 02:20:49 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - (TomcatWebServer.java:108) - Tomcat initialized with port(s): 8080 (http)
28-04-2023 02:20:49 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext - (ServletWebServerApplicationContext.java:291) - Root WebApplicationContext: initialization completed in 2651 ms
28-04-2023 02:20:49 [restartedMain] INFO  org.hibernate.jpa.internal.util.LogHelper - (LogHelper.java:31) - HHH000204: Processing PersistenceUnitInfo [name: default]
28-04-2023 02:20:49 [restartedMain] INFO  org.hibernate.Version - (Version.java:44) - HHH000412: Hibernate ORM core version 6.1.7.Final
28-04-2023 02:20:50 [restartedMain] WARN  org.hibernate.orm.deprecation - (EntityManagerFactoryBuilderImpl.java:606) - HHH90000021: Encountered deprecated setting [javax.persistence.validation.mode], use [jakarta.persistence.validation.mode] instead
28-04-2023 02:20:50 [restartedMain] INFO  SQL dialect - (DialectFactoryImpl.java:66) - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
28-04-2023 02:20:51 [restartedMain] INFO  org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator - (JtaPlatformInitiator.java:51) - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
28-04-2023 02:20:51 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean - (AbstractEntityManagerFactoryBean.java:437) - Initialized JPA EntityManagerFactory for persistence unit 'default'
28-04-2023 02:20:52 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration - (JpaBaseConfiguration.java:231) - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
28-04-2023 02:20:52 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain - (DefaultSecurityFilterChain.java:54) - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@b78ce86, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@49df0afc, org.springframework.security.web.context.SecurityContextHolderFilter@1f78d642, org.springframework.security.web.header.HeaderWriterFilter@1ca80ea7, org.springframework.security.web.authentication.logout.LogoutFilter@36b68c2e, org.springframework.security.oauth2.server.resource.web.authentication.BearerTokenAuthenticationFilter@30a6c8f0, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4ecb7b4, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4aa8730a, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4f38aa7f, org.springframework.security.web.session.SessionManagementFilter@5f2b9be4, org.springframework.security.web.access.ExceptionTranslationFilter@19ee8fb8, org.springframework.security.web.access.intercept.AuthorizationFilter@5db10150]
28-04-2023 02:20:52 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer - (OptionalLiveReloadServer.java:59) - LiveReload server is running on port 35729
28-04-2023 02:20:53 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - (TomcatWebServer.java:220) - Tomcat started on port(s): 8080 (http) with context path ''
28-04-2023 02:20:53 [restartedMain] INFO  com.ahmetaksunger.BlogAPI.BlogApiApplication - (StartupInfoLogger.java:57) - Started BlogApiApplication in 6.925 seconds (process running for 8.343)
28-04-2023 02:22:25 [http-nio-8080-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - (FrameworkServlet.java:532) - Initializing Servlet 'dispatcherServlet'
28-04-2023 02:22:25 [http-nio-8080-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - (FrameworkServlet.java:554) - Completed initialization in 4 ms
28-04-2023 02:22:25 [http-nio-8080-exec-2] WARN  org.springframework.web.servlet.mvc.support.DefaultHandlerExceptionResolver - (AbstractHandlerExceptionResolver.java:207) - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'GET' is not supported]
28-04-2023 02:22:47 [SpringApplicationShutdownHook] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean - (AbstractEntityManagerFactoryBean.java:650) - Closing JPA EntityManagerFactory for persistence unit 'default'
28-04-2023 02:22:58 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - (Version.java:21) - HV000001: Hibernate Validator 8.0.0.Final
28-04-2023 02:22:58 [restartedMain] INFO  com.ahmetaksunger.BlogAPI.BlogApiApplication - (StartupInfoLogger.java:51) - Starting BlogApiApplication using Java 19.0.2 with PID 14332 (C:\Users\90538\Desktop\BlogAPI\target\classes started by 90538 in C:\Users\90538\Desktop\BlogAPI)
28-04-2023 02:22:58 [restartedMain] INFO  com.ahmetaksunger.BlogAPI.BlogApiApplication - (SpringApplication.java:632) - No active profile set, falling back to 1 default profile: "default"
28-04-2023 02:22:58 [restartedMain] INFO  org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor - (DeferredLog.java:250) - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
28-04-2023 02:22:58 [restartedMain] INFO  org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor - (DeferredLog.java:250) - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
28-04-2023 02:23:00 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - (RepositoryConfigurationDelegate.java:138) - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
28-04-2023 02:23:00 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - (RepositoryConfigurationDelegate.java:208) - Finished Spring Data repository scanning in 59 ms. Found 2 JPA repository interfaces.
28-04-2023 02:23:00 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - (TomcatWebServer.java:108) - Tomcat initialized with port(s): 8080 (http)
28-04-2023 02:23:01 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext - (ServletWebServerApplicationContext.java:291) - Root WebApplicationContext: initialization completed in 2118 ms
28-04-2023 02:23:01 [restartedMain] INFO  org.hibernate.jpa.internal.util.LogHelper - (LogHelper.java:31) - HHH000204: Processing PersistenceUnitInfo [name: default]
28-04-2023 02:23:01 [restartedMain] INFO  org.hibernate.Version - (Version.java:44) - HHH000412: Hibernate ORM core version 6.1.7.Final
28-04-2023 02:23:01 [restartedMain] WARN  org.hibernate.orm.deprecation - (EntityManagerFactoryBuilderImpl.java:606) - HHH90000021: Encountered deprecated setting [javax.persistence.validation.mode], use [jakarta.persistence.validation.mode] instead
28-04-2023 02:23:02 [restartedMain] INFO  SQL dialect - (DialectFactoryImpl.java:66) - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
28-04-2023 02:23:03 [restartedMain] INFO  org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator - (JtaPlatformInitiator.java:51) - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
28-04-2023 02:23:03 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean - (AbstractEntityManagerFactoryBean.java:437) - Initialized JPA EntityManagerFactory for persistence unit 'default'
28-04-2023 02:23:03 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration - (JpaBaseConfiguration.java:231) - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
28-04-2023 02:23:04 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain - (DefaultSecurityFilterChain.java:54) - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@222fa48f, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2ef821ba, org.springframework.security.web.context.SecurityContextHolderFilter@4d6a77f0, org.springframework.security.web.header.HeaderWriterFilter@1338884c, org.springframework.security.web.authentication.logout.LogoutFilter@2f9e68a6, org.springframework.security.oauth2.server.resource.web.authentication.BearerTokenAuthenticationFilter@10ced863, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@333be22e, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@6c114902, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4813e9c6, org.springframework.security.web.session.SessionManagementFilter@63a382e4, org.springframework.security.web.access.ExceptionTranslationFilter@66652570, org.springframework.security.web.access.intercept.AuthorizationFilter@449a881a]
28-04-2023 02:23:04 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer - (OptionalLiveReloadServer.java:59) - LiveReload server is running on port 35729
28-04-2023 02:23:04 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - (TomcatWebServer.java:220) - Tomcat started on port(s): 8080 (http) with context path ''
28-04-2023 02:23:04 [restartedMain] INFO  com.ahmetaksunger.BlogAPI.BlogApiApplication - (StartupInfoLogger.java:57) - Started BlogApiApplication in 6.046 seconds (process running for 8.035)
28-04-2023 02:24:41 [SpringApplicationShutdownHook] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean - (AbstractEntityManagerFactoryBean.java:650) - Closing JPA EntityManagerFactory for persistence unit 'default'
28-04-2023 02:24:49 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - (Version.java:21) - HV000001: Hibernate Validator 8.0.0.Final
28-04-2023 02:24:49 [restartedMain] INFO  com.ahmetaksunger.BlogAPI.BlogApiApplication - (StartupInfoLogger.java:51) - Starting BlogApiApplication using Java 19.0.2 with PID 2944 (C:\Users\90538\Desktop\BlogAPI\target\classes started by 90538 in C:\Users\90538\Desktop\BlogAPI)
28-04-2023 02:24:49 [restartedMain] INFO  com.ahmetaksunger.BlogAPI.BlogApiApplication - (SpringApplication.java:632) - No active profile set, falling back to 1 default profile: "default"
28-04-2023 02:24:49 [restartedMain] INFO  org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor - (DeferredLog.java:250) - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
28-04-2023 02:24:49 [restartedMain] INFO  org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor - (DeferredLog.java:250) - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
28-04-2023 02:24:50 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - (RepositoryConfigurationDelegate.java:138) - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
28-04-2023 02:24:50 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - (RepositoryConfigurationDelegate.java:208) - Finished Spring Data repository scanning in 14 ms. Found 0 JPA repository interfaces.
28-04-2023 02:24:51 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - (TomcatWebServer.java:108) - Tomcat initialized with port(s): 8080 (http)
28-04-2023 02:24:51 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext - (ServletWebServerApplicationContext.java:291) - Root WebApplicationContext: initialization completed in 2077 ms
28-04-2023 02:24:51 [restartedMain] INFO  org.hibernate.jpa.internal.util.LogHelper - (LogHelper.java:31) - HHH000204: Processing PersistenceUnitInfo [name: default]
28-04-2023 02:24:52 [restartedMain] INFO  org.hibernate.Version - (Version.java:44) - HHH000412: Hibernate ORM core version 6.1.7.Final
28-04-2023 02:24:52 [restartedMain] WARN  org.hibernate.orm.deprecation - (EntityManagerFactoryBuilderImpl.java:606) - HHH90000021: Encountered deprecated setting [javax.persistence.validation.mode], use [jakarta.persistence.validation.mode] instead
28-04-2023 02:24:52 [restartedMain] INFO  SQL dialect - (DialectFactoryImpl.java:66) - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
28-04-2023 02:24:53 [restartedMain] INFO  org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator - (JtaPlatformInitiator.java:51) - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
28-04-2023 02:24:53 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean - (AbstractEntityManagerFactoryBean.java:437) - Initialized JPA EntityManagerFactory for persistence unit 'default'
28-04-2023 02:24:53 [restartedMain] WARN  org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext - (AbstractApplicationContext.java:592) - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'run' defined in com.ahmetaksunger.BlogAPI.BlogApiApplication: Unsatisfied dependency expressed through method 'run' parameter 0: No qualifying bean of type 'com.ahmetaksunger.BlogAPI.repository.RoleRepository' available: expected at least 1 bean which qualifies as autowire candidate. Dependency annotations: {}
28-04-2023 02:24:53 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean - (AbstractEntityManagerFactoryBean.java:650) - Closing JPA EntityManagerFactory for persistence unit 'default'
28-04-2023 02:24:53 [restartedMain] INFO  org.springframework.boot.autoconfigure.logging.ConditionEvaluationReportLogger - (ConditionEvaluationReportLogger.java:82) - 

Error starting ApplicationContext. To display the condition evaluation report re-run your application with 'debug' enabled.
28-04-2023 02:24:53 [restartedMain] ERROR org.springframework.boot.diagnostics.LoggingFailureAnalysisReporter - (LoggingFailureAnalysisReporter.java:40) - 

***************************
APPLICATION FAILED TO START
***************************

Description:

Parameter 0 of method run in com.ahmetaksunger.BlogAPI.BlogApiApplication required a bean of type 'com.ahmetaksunger.BlogAPI.repository.RoleRepository' that could not be found.


Action:

Consider defining a bean of type 'com.ahmetaksunger.BlogAPI.repository.RoleRepository' in your configuration.

28-04-2023 02:25:12 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - (Version.java:21) - HV000001: Hibernate Validator 8.0.0.Final
28-04-2023 02:25:13 [restartedMain] INFO  com.ahmetaksunger.BlogAPI.BlogApiApplication - (StartupInfoLogger.java:51) - Starting BlogApiApplication using Java 19.0.2 with PID 12704 (C:\Users\90538\Desktop\BlogAPI\target\classes started by 90538 in C:\Users\90538\Desktop\BlogAPI)
28-04-2023 02:25:13 [restartedMain] INFO  com.ahmetaksunger.BlogAPI.BlogApiApplication - (SpringApplication.java:632) - No active profile set, falling back to 1 default profile: "default"
28-04-2023 02:25:13 [restartedMain] INFO  org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor - (DeferredLog.java:250) - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
28-04-2023 02:25:13 [restartedMain] INFO  org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor - (DeferredLog.java:250) - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
28-04-2023 02:25:13 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - (RepositoryConfigurationDelegate.java:138) - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
28-04-2023 02:25:13 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - (RepositoryConfigurationDelegate.java:208) - Finished Spring Data repository scanning in 55 ms. Found 2 JPA repository interfaces.
28-04-2023 02:25:14 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - (TomcatWebServer.java:108) - Tomcat initialized with port(s): 8080 (http)
28-04-2023 02:25:14 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext - (ServletWebServerApplicationContext.java:291) - Root WebApplicationContext: initialization completed in 1671 ms
28-04-2023 02:25:14 [restartedMain] INFO  org.hibernate.jpa.internal.util.LogHelper - (LogHelper.java:31) - HHH000204: Processing PersistenceUnitInfo [name: default]
28-04-2023 02:25:15 [restartedMain] INFO  org.hibernate.Version - (Version.java:44) - HHH000412: Hibernate ORM core version 6.1.7.Final
28-04-2023 02:25:15 [restartedMain] WARN  org.hibernate.orm.deprecation - (EntityManagerFactoryBuilderImpl.java:606) - HHH90000021: Encountered deprecated setting [javax.persistence.validation.mode], use [jakarta.persistence.validation.mode] instead
28-04-2023 02:25:15 [restartedMain] INFO  SQL dialect - (DialectFactoryImpl.java:66) - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
28-04-2023 02:25:16 [restartedMain] INFO  org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator - (JtaPlatformInitiator.java:51) - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
28-04-2023 02:25:16 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean - (AbstractEntityManagerFactoryBean.java:437) - Initialized JPA EntityManagerFactory for persistence unit 'default'
28-04-2023 02:25:17 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration - (JpaBaseConfiguration.java:231) - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
28-04-2023 02:25:17 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain - (DefaultSecurityFilterChain.java:54) - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@6671c511, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@694481eb, org.springframework.security.web.context.SecurityContextHolderFilter@408085ea, org.springframework.security.web.header.HeaderWriterFilter@140c9b42, org.springframework.security.web.authentication.logout.LogoutFilter@1f2c42e, org.springframework.security.oauth2.server.resource.web.authentication.BearerTokenAuthenticationFilter@1eb457bb, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@33f96b9d, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@38799be9, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@55710af7, org.springframework.security.web.session.SessionManagementFilter@7d9c3d9b, org.springframework.security.web.access.ExceptionTranslationFilter@1aeabc55, org.springframework.security.web.access.intercept.AuthorizationFilter@55a04203]
28-04-2023 02:25:18 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer - (OptionalLiveReloadServer.java:59) - LiveReload server is running on port 35729
28-04-2023 02:25:18 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - (TomcatWebServer.java:220) - Tomcat started on port(s): 8080 (http) with context path ''
28-04-2023 02:25:18 [restartedMain] INFO  com.ahmetaksunger.BlogAPI.BlogApiApplication - (StartupInfoLogger.java:57) - Started BlogApiApplication in 5.529 seconds (process running for 6.495)
28-04-2023 02:25:24 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - (FrameworkServlet.java:532) - Initializing Servlet 'dispatcherServlet'
28-04-2023 02:25:24 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - (FrameworkServlet.java:554) - Completed initialization in 4 ms
28-04-2023 02:25:57 [SpringApplicationShutdownHook] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean - (AbstractEntityManagerFactoryBean.java:650) - Closing JPA EntityManagerFactory for persistence unit 'default'
28-04-2023 03:13:28 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - (Version.java:21) - HV000001: Hibernate Validator 8.0.0.Final
28-04-2023 03:13:28 [restartedMain] INFO  com.ahmetaksunger.BlogAPI.BlogApiApplication - (StartupInfoLogger.java:51) - Starting BlogApiApplication using Java 19.0.2 with PID 11540 (C:\Users\90538\Desktop\BlogAPI\target\classes started by 90538 in C:\Users\90538\Desktop\BlogAPI)
28-04-2023 03:13:28 [restartedMain] INFO  com.ahmetaksunger.BlogAPI.BlogApiApplication - (SpringApplication.java:632) - No active profile set, falling back to 1 default profile: "default"
28-04-2023 03:13:28 [restartedMain] INFO  org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor - (DeferredLog.java:250) - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
28-04-2023 03:13:28 [restartedMain] INFO  org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor - (DeferredLog.java:250) - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
28-04-2023 03:13:29 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - (RepositoryConfigurationDelegate.java:138) - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
